Group Names,Entity Name,Capability Name,Template Name,Assessment Date,Assessment Number,Total Votes,Total Abstains,Rating,Dimension,Outcomes,Goal, Impediment,Notes,Criteria,Criteria Stage,Criteria Selections,Criteria Percent Selected
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Focus on Value @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation",N,N,"04/04/2022 Team Member: On most of the teams, the main driver is just to focus on the deliverables ","We use prioritization techniques which include value as a core factor in consideration","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Focus on Value @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation",N,N,"04/04/2022 Team Member: On most of the teams, the main driver is just to focus on the deliverables ","A wide range of contributors including those doing the work, are included in the prioritization and valuation","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Focus on Value @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Value Driven,"Customer Satisfaction; Employee Satisfaction; Innovation",N,N,"04/04/2022 Team Member: On most of the teams, the main driver is just to focus on the deliverables ","We can articulate the ""WHY"" behind a priority decision to stakeholders in terms of value and outcomes","Emerging",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","The right people are always at the team's meetings","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","People are prepared for the meeting","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","The discussions in each meeting are relevant to the purpose and passionate with a bias to action","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","Follow through on agreed actions arising from meetings are demonstrated","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","Calendar availability is respected, no overbooking without consultation or booking out of local working hours","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","Effective use of required versus optional attendees","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","The team only schedules a meeting when we absolutely have to with exception of core scrum or WILO (Week in the Life Of) recurring meetings.","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","Helpful Resources: Meetings & Agendas","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","The team has a purpose and agenda for each meeting","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","The team is aware and abides by the time box","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","Meetings are typically dominated by a few","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","Team members are not very engaged","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Meeting Effectiveness @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.800000,Dynamics,"Time to Market; Employee Satisfaction",N,N,"","Team members typically voice their displeasure with meetings","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Quality (i.e., escaped defects) is measured","Developing",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","IF Scrum - Sprint Scope Stability (i.e. are we delivering to sprint commitments) is measured","Developing",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Backlog / Queue Quality & Data Integrity is measured","Developing",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Throughput is measured","Developing",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The Metrics are actionable and drive improvements","Developing",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team tracks Metrics","Developing",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Helpful Resource: Ways of Working Metrics & Reporting Module","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Status reports lack data traceability and rely on impressions from small group of people.","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team doesn't use Metrics to drive feedback, improvement, and decision making","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Metrics & Reporting @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.200000,Improve,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Lacking a data mindset or culture of data inclusion in team approaches to their work","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","A Program board is used to highlight feature delivery dates, dependencies and relevant milestones","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Goals are tracked using team objectives and they are communicated to stakeholders","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Teams are aware of the planned features and have broken them down into stories in order to be ready for the PI Planning event","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","A vote of confidence is needed from all program members before a final commitment","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Backlog workshops / refinement occur several times before the PI Planning","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Architectural / Technical enablers are defined","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Product Management has identified the top 10 features","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Business Owners are in agreement on priorities","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Planning Event: There is no PI or Quarterly Planning event","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Planning PI Readiness: There is no sense of PI Planning/Quarterly Planning readiness for the Program","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The inputs to PI or Quarterly Planning are business context, roadmap, vision as well as the top 10 features of the Program Backlog","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Participants feel it helps foster communication between program members and stakeholders","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Logistics for the PI Planning event are smooth, coordinated and clearly understood, including people who may be remote","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","All Agile team members attend as well as Business Owners and any other stakeholders necessary","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","PI (Program Increment) / Quarterly Readiness & Planning @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.200000,Adapt,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Teams interact and collaborate during breakout sessions","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Roadmaps @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Customer Satisfaction; Responsiveness; Predictability",N,N,"","No artifacts exist that communicate to stakeholders priorities, capacity constraints, and release tempo for delivering value","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Roadmaps @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Customer Satisfaction; Responsiveness; Predictability",N,N,"","The Program maintains a Product and Delivery Roadmap given Organizational and Customer needs","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Roadmaps @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Customer Satisfaction; Responsiveness; Predictability",N,N,"","Regularly updates the Roadmaps to reflect external requested changes and internal progress changes","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Roadmaps @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Customer Satisfaction; Responsiveness; Predictability",N,N,"","Maintains Roadmaps reflecting current, accurate view of planned delivery of the highest value items first, and capacity constraints","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Roadmaps @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Customer Satisfaction; Responsiveness; Predictability",N,N,"","Uses Roadmaps to effectively communicate forecasted delivery targets, show progress, and gain feedback","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Roadmaps @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Customer Satisfaction; Responsiveness; Predictability",N,N,"","Visual Roadmaps exist throughout the organization to drive collaboration and conversation","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Roadmaps @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Customer Satisfaction; Responsiveness; Predictability",N,N,"","Uses the Roadmaps to drive transparency about value and capacity constraints","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Roadmaps @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Customer Satisfaction; Responsiveness; Predictability",N,N,"","Is able to articulate the reason why things are ordered the way they are","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Leadership (i.e., Middle Management) rarely leads and enables new ways of working","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Strongly and inspiringly communicates the mission and purpose of the team","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Creates transparency and visibility about the work going on within the team and its progress","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Has feedback mechanisms in place to get input from the people doing the work on process and tool improvements","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Focuses on eliminating waste and removing impediments","Developing",4,80.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Takes an active role in the implementation of new ways of working and holds themselves accountable for the change","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Helps create a workspace that elicits collaboration, knowledge sharing, and free flow of information","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Ensures team members have everything (training, tools, domain knowledge, etc.) they need to be successful","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Promotes a focus on customer experience and outcomes","Adapting",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","The team hardly makes time to experiment with new ways of working, learn new skills, or share knowledge","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","No observable changes in team behaviour based on lessons learned from themselves or other teams in the org.","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Failure is treated negatively","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Team members make time to enhance their skills within their current function","Developing",4,80.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Team members make time to learn new skills outside of their function","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Teams learn and make changes based on their own experience and occasionally share beyond the team.","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Teams learn and make changes based on their own experience but do not share beyond the team.","Developing",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","The team experiments with new ways of working","Developing",3,60.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,0.400000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Discussing failures is not encouraged","Developing",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","Helpful Resources: Estimation & Planning","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","No event exists in which the team collaborates on the work for the upcoming Sprint and formulates a plan to achieve it","Starting",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","PBIs are selected by the team to achieve the Sprint Goal","Developing",4,80.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The team uses its Definition of Done, upcoming Sprint capacity, and past performance to gauge what they can commit to","Emerging",1,20.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The team invites other organization members if their subject matter expertise is required","Emerging",2,40.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","Occurs on cadence; at the beginning of every Sprint","Developing",5,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Program Leadership Team","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:51 PM,2,5,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The whole team collaborates on the Sprint Goal;  it is finalized prior to end of Sprint Planning","Developing",4,80.00
